transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
18015,0,1765,8/31/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
18516,0,1701,12/25/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
18547,0,1580,8/21/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
18749,0,406,3/21/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
19119,0,776,2/27/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
19423,0,3326,12/1/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
19484,0,2021,8/27/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
19565,0,2420,6/28/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
19915,0,2010,3/13/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
19968,0,2751,4/6/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
400,0,552,7/24/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
447,0,820,6/23/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
1035,0,667,1/7/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
1122,0,1147,6/11/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
1159,0,1237,11/11/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
1190,0,1405,11/5/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
1334,0,1304,1/18/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
2431,0,1916,4/19/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
2590,0,2981,4/9/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
3849,0,2204,5/15/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
4182,0,2247,6/18/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
5264,0,2659,10/28/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
5331,0,1107,9/28/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
5356,0,1885,5/12/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
5416,0,1700,11/16/2017,,Approved,Solex,Standard,medium,medium,71.49,53.62
5490,0,249,9/14/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
6190,0,2919,8/7/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
6372,0,1714,1/11/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
6592,0,2299,11/1/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
6897,0,1198,10/16/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
7184,0,2466,1/13/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
7265,0,2210,9/20/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
7724,0,1280,9/15/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
7882,0,2358,8/27/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
7959,0,1678,5/28/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
8240,0,982,11/5/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
8684,0,3013,5/13/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
8744,0,1894,11/24/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
8878,0,2867,7/14/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
9156,0,2349,1/17/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
9226,0,578,5/2/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
9346,0,2023,3/25/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
9734,0,621,1/22/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
9810,0,345,1/6/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
9920,0,1744,9/12/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
10437,0,3122,4/5/2017,,Approved,Solex,Standard,medium,medium,71.49,53.62
10491,0,2512,6/22/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
10618,0,531,2/3/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
11396,0,3128,7/18/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
11447,0,3250,3/18/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
11609,0,3023,8/17/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
11657,0,2981,10/18/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
11955,0,407,3/20/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
12637,0,1731,11/11/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
12966,0,1724,4/22/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
12991,0,1650,5/9/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
13026,0,2981,11/8/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
13043,0,337,10/17/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
13324,0,453,2/21/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
13539,0,1538,12/29/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
13563,0,1141,4/2/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
13564,0,1713,8/21/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
14093,0,366,9/6/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
14236,0,1519,8/18/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
14286,0,188,10/23/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
14858,0,31,10/2/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
15471,0,2693,12/29/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
15648,0,923,11/28/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
15712,0,1839,11/11/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
15866,0,407,3/29/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
16005,0,129,1/12/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
16427,0,2284,10/14/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
16723,0,2830,9/22/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
16749,0,1217,8/14/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
17569,0,1894,7/20/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
17647,0,1798,4/25/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
17678,0,1323,9/22/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
17786,0,1875,2/15/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
18265,0,76,8/8/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
18456,0,196,2/18/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
18586,0,1879,2/9/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
18814,0,894,11/11/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
19014,0,468,3/17/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
19385,0,106,12/29/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
19509,0,1323,11/7/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
19511,0,1075,10/24/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
19559,0,1165,12/20/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
19638,0,2718,1/7/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
19676,0,59,10/27/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
19877,0,428,8/13/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
111,0,3320,6/11/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
643,0,3245,9/28/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
1200,0,86,6/21/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
1691,0,3119,9/15/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
2314,0,3250,7/29/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
2344,0,598,7/30/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
2935,0,1910,9/6/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
2943,0,820,1/6/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
3323,0,3418,9/10/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
3649,0,964,2/25/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
4041,0,2125,12/17/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
4476,0,1980,8/25/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
5610,0,1577,10/23/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
5721,0,2838,2/3/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
8158,0,504,8/16/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
9342,0,559,4/19/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
10386,0,234,7/9/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
12091,0,2912,6/19/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
12334,0,2266,4/13/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
12934,0,1009,6/3/2017,,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
13116,0,1004,5/31/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
14011,0,1674,8/29/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
15052,0,88,3/12/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
15091,0,1432,2/16/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
15413,0,3086,10/15/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
15534,0,1428,1/25/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
15584,0,365,5/7/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
16875,0,3295,2/26/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
17130,0,1543,10/17/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
17161,0,2228,5/13/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
17249,0,197,10/6/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
17855,0,907,6/26/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
17970,0,2973,9/28/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
18311,0,301,9/28/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
18801,0,2349,11/3/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
19098,0,407,7/18/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
19375,0,2718,4/28/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
19822,0,1707,10/20/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
19942,0,966,7/30/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
714,0,2554,3/20/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
2186,0,2955,12/11/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
2253,0,2443,12/18/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
2639,0,602,5/17/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
3837,0,2059,7/13/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
4372,0,792,3/9/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
4491,0,1428,10/23/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
6255,0,1821,10/20/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
6304,0,2109,1/31/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
6418,0,2358,5/14/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
7458,0,3192,6/25/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
7738,0,714,8/11/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
8270,0,197,3/5/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
8397,0,2003,5/25/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
8767,0,1953,4/11/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
10256,0,1406,10/8/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
10272,0,1942,6/8/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
10640,0,2325,8/19/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
10642,0,3139,5/18/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
10683,0,1286,2/3/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
10847,0,1320,2/13/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
10905,0,2659,12/30/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
11674,0,2739,5/2/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
11803,0,1691,1/20/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
13350,0,2943,9/20/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
13712,0,678,9/27/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
14406,0,1810,1/28/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
14959,0,2045,9/13/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
15463,0,1200,5/29/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
15485,0,2866,3/19/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
16577,0,1966,2/23/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
16582,0,2952,11/18/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
16693,0,2871,4/24/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
16872,0,1623,6/26/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
17276,0,1320,9/21/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
17365,0,838,6/18/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
17399,0,2887,2/17/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
17607,0,923,1/10/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
17608,0,1538,7/7/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
17761,0,1817,6/24/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
18087,0,1700,8/28/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
18233,0,2647,1/10/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
18513,0,1674,1/13/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
18745,0,314,10/27/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
19465,0,230,7/7/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
19530,0,962,12/18/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
19810,0,2228,2/7/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
2167,0,2575,3/18/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
2505,0,858,2/20/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
2802,0,501,5/31/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
3536,0,1691,12/28/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
4496,0,776,6/22/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
5101,0,1850,6/29/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
5178,0,396,3/1/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
5505,0,3259,5/1/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
5772,0,1800,3/30/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
6570,0,2251,6/27/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
6742,0,552,6/16/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
6808,0,2899,5/31/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
6888,0,1096,1/20/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
7513,0,1731,9/5/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
7634,0,3481,3/9/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
7792,0,2629,7/11/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
7980,0,2645,2/23/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
8844,0,1110,5/5/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
9334,0,505,8/30/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
11536,0,1830,8/15/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
11758,0,3390,12/12/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
12639,0,2266,1/3/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
13944,0,578,5/18/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
15327,0,3028,2/10/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
15368,0,1580,6/16/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
16855,0,1415,3/12/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
16974,0,2798,5/29/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
18249,0,1738,2/26/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
18867,0,3112,10/21/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
18988,0,1401,4/21/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
19063,0,213,12/2/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
19203,0,1214,6/17/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
19555,0,1862,7/11/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
83,0,3398,4/1/2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
786,0,666,4/14/2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
975,0,1904,8/23/2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
